z,x1,x2
4.7,6.321615195490969,7.472308039898088
4.7250000000000005,6.355838031452144,7.51397241472661
4.75,6.390067523621163,7.555659879417078
4.775,6.424303677666612,7.59737048580426
4.800000000000001,6.458546499265172,7.639104285917149
4.825,6.492795994101584,7.680861331979981
4.8500000000000005,6.527052167868676,7.722641676413292
4.875,6.561315026267341,7.764445371834899
4.9,6.5955845750066295,7.806272471061009
4.925000000000001,6.6298608198037075,7.848123027107206
4.95,6.664143766383864,7.889997093189557
4.9750000000000005,6.698433420480594,7.931894722725627
5.0,6.732729787835547,7.97381596933559
5.025,6.767032874198561,8.015760886843283
5.050000000000001,6.801342685327699,8.0577295292773
5.075,6.835659226989266,8.099721950872079
5.1000000000000005,6.869982504957795,8.141738206069
5.125,6.904312525016071,8.183778349517503
5.15,6.938649292955178,8.225842436076189
5.175000000000001,6.972992814574514,8.267930520813959
5.2,7.007343095681714,8.310042659011128
5.2250000000000005,7.041700142092816,8.352178906160564
5.25,7.076063959632188,8.394339317968855
5.275,7.1104345541325245,8.436523950357428
5.300000000000001,7.1448119314349565,8.478732859463763
5.325,7.179196097388942,8.520966101642493
5.3500000000000005,7.213587057852413,8.563223733466634
5.375,7.247984818691697,8.605505811728767
5.4,7.282389385781558,8.647812393442212
5.425000000000001,7.316800765005263,8.69014353584226
5.45,7.351218962254532,8.732499296387337
5.4750000000000005,7.38564398342959,8.774879732760285
5.5,7.420075834439182,8.817284902869524
5.525,7.4545145212005774,8.85971486485038
5.550000000000001,7.488960049639582,8.902169677066219
5.575,7.523412425690579,8.944649398109782
5.6000000000000005,7.557871655296561,8.987154086804441
5.625,7.592337744409109,9.02968380220543
5.65,7.626810698988382,9.072238603601175
5.675000000000001,7.661290525003218,9.114818550514553
5.7,7.695777228431099,9.157423702704204
5.7250000000000005,7.7302708152581845,9.200054120165834
5.75,7.764771291479317,9.242709863133541
5.775,7.799278663098016,9.285390992081151
5.800000000000001,7.833792936126603,9.328097567723542
5.825,7.868314116586063,9.37082965101798
5.8500000000000005,7.902842210506164,9.41358730316551
5.875,7.937377223925459,9.456370585612294
5.9,7.9719191628913215,9.499179560051005
5.925000000000001,8.006468033459907,9.542014288422202
5.95,8.041023841696191,9.584874832915725
5.9750000000000005,8.075586593674025,9.627761255972112
6.0,8.110156295476125,9.670673620284022
6.025,8.144732953194085,9.713611988797643
6.050000000000001,8.17931657292839,9.756576424714135
6.075,8.21390716078849,9.799566991491098
6.1000000000000005,8.24850472289276,9.842583752844005
6.125,8.283109265368465,9.885626772747672
6.15,8.317720794351963,9.92869611543778
6.175000000000001,8.352339315988534,9.9717918454123
6.2,8.386964836432481,10.01491402743304
6.2250000000000005,8.421597361847146,10.058062726527167
6.25,8.456236898404928,10.101238007988698
6.275,8.490883452287298,10.144439937380039
6.300000000000001,8.525537029684799,10.187668580533572
6.325,8.560197636797099,10.230924003553163
6.3500000000000005,8.594865279832998,10.274206272815766
6.375,8.629539965010375,10.317515454972984
6.4,8.664221698556371,10.36085161695268
6.425000000000001,8.698910486707277,10.404214825960569
6.45,8.733606335708533,10.44760514948186
6.4750000000000005,8.768309251814857,10.491022655282832
6.5,8.803019241290189,10.534467411412557
6.525,8.83773631040774,10.577939486204464
6.550000000000001,8.872460465449963,10.621438948278087
6.575,8.907191712708656,10.664965866540687
6.6000000000000005,8.941930058484889,10.70852031018897
6.625,8.976675509089112,10.752102348710782
6.65,9.01142807084107,10.795712051886849
6.675000000000001,9.046187750069954,10.839349489792479
6.7,9.080954553114317,10.883014732799314
6.7250000000000005,9.115728486322112,10.926707851577115
6.75,9.150509556050721,10.970428917095466
6.775,9.185297768667029,11.014178000625655
6.800000000000001,9.220093130547351,11.057955173742375
6.825,9.254895648077472,11.101760508325595
6.8500000000000005,9.289705327652745,11.145594076562386
6.875,9.32452217567803,11.18945595094872
6.9,9.359346198567739,11.233346204291363
6.925000000000001,9.394177402745854,11.27726490970974
6.95,9.429015794645947,11.321212140637794
6.9750000000000005,9.463861380711219,11.365187970825886
7.0,9.498714167394452,11.409192474342737
7.025,9.533574161158164,11.453225725577337
7.050000000000001,9.568441368474481,11.497287799240874
7.075,9.603315795825253,11.541378770368718
7.1000000000000005,9.63819744970199,11.585498714322371
7.125,9.673086336606023,11.629647706791456
7.15,9.707982463048356,11.67382582379575
